"job_id","job_title","job_location","job_schedule_type","salary_year_avg","job_posted_date","company_name"
226942,"Data Analyst","Anywhere","Full-time","650000.0","2023-02-20 15:13:33","Mantys"
547382,"Director of Analytics","Anywhere","Full-time","336500.0","2023-08-23 12:04:42","Meta"
552322,"Associate Director- Data Insights","Anywhere","Full-time","255829.5","2023-06-18 16:03:12","AT&T"
99305,"Data Analyst, Marketing","Anywhere","Full-time","232423.0","2023-12-05 20:00:40","Pinterest Job Advertisements"
1021647,"Data Analyst (Hybrid/Remote)","Anywhere","Full-time","217000.0","2023-01-17 00:17:23","Uclahealthcareers"
168310,"Principal Data Analyst (Remote)","Anywhere","Full-time","205000.0","2023-08-09 11:00:01","SmartAsset"
731368,"Director, Data Analyst - HYBRID","Anywhere","Full-time","189309.0","2023-12-07 15:00:13","Inclusively"
310660,"Principal Data Analyst, AV Performance Analysis","Anywhere","Full-time","189000.0","2023-01-05 00:00:25","Motional"
1749593,"Principal Data Analyst","Anywhere","Full-time","186000.0","2023-07-11 16:00:05","SmartAsset"
387860,"ERM Data Analyst","Anywhere","Full-time","184000.0","2023-06-09 08:01:04","Get It Recruit - Information Technology"
1352513,"REMOTE Director of Data Analytics","Anywhere","Full-time","170000.0","2023-08-09 14:02:45","A-Line Staffing Solutions"
1781684,"DTCC Data Analyst","Anywhere","Full-time","170000.0","2023-10-06 00:01:41","Robert Half"
987523,"Azure Data Python Consultant - contract to HIRE - Citizen or Perm...","Anywhere","Contractor","170000.0","2023-01-23 22:28:01","Kelly Science, Engineering, Technology & Telecom"
1525451,"Manager, Data Analyst","Anywhere","Full-time","167000.0","2023-04-18 07:01:17","Uber"
712473,"Data Analyst","Anywhere","Full-time","165000.0","2023-08-14 16:01:19","Get It Recruit - Information Technology"
1246069,"Data Analyst","Anywhere","Full-time","165000.0","2023-12-08 09:16:37","Plexus Resource Solutions"
1423236,"Principal Data Science Analyst- Remote","Anywhere","Full-time","164746.0","2023-01-13 13:04:39","Mayo Clinic"
1799883,"Principal Data Science Analyst- Remote","Anywhere","Full-time","164746.0","2023-04-14 12:05:19","Mayo Clinic"
618890,"Principal Data Intelligence Analyst - Cardiac - Remote","Anywhere","Full-time","163500.0","2023-09-20 13:00:44","CEDARS-SINAI"
918213,"Senior - Data Analyst","Anywhere","Full-time","160515.0","2023-06-14 21:01:17","DIRECTV"
475626,"Principal Data Analyst","Anywhere","Full-time","160000.0","2023-02-02 14:16:03","Realtime Recruitment"
783771,"SQL DEVELOPER / DATA ANALYST (Insurance industry Experience) ...","Anywhere","Full-time","160000.0","2023-01-30 02:02:22","Robert Half"
182813,"Principal Data Analyst","Anywhere","Full-time","160000.0","2023-10-13 09:00:52","Get It Recruit - Information Technology"
485388,"System Data Analyst","Anywhere","","157500.0","2023-07-17 18:00:47","Edgewater Federal Solutions, Inc."
266799,"Applied Scientist - Maps","Anywhere","Full-time","157500.0","2023-10-13 07:03:27","Uber"
25761,"Data Analyst - Remote","Anywhere","Full-time","155485.5","2023-09-01 16:41:57","CaptivateIQ"
105157,"Lead Data Analyst","Anywhere","Full-time","155000.0","2023-01-05 08:00:45","Motion Recruitment"
795614,"Staff Business Data Analyst (Remote U.S. OK)","Anywhere","Full-time","152625.0","2023-03-11 07:01:56","Zscaler"
565646,"Staff Business Data Analyst (Remote U.S. OK)","Anywhere","Full-time","152625.0","2023-03-07 07:01:47","Zscaler"
540057,"Lead Data Analyst, Growth (Remote)","Anywhere","Full-time","152500.0","2023-03-24 07:00:42","Rocket Money"
72957,"Management & Program Analyst (Data Analytics)","Anywhere","Full-time and Part-time","152221.5","2023-09-11 16:00:30","US Patent and Trademark Office"
456042,"Data Analyst","Anywhere","Full-time","151500.0","2023-09-25 10:59:56","Get It Recruit - Healthcare"
591850,"Mid-Level Data BI Analyst","Anywhere","Full-time","150000.0","2023-07-17 07:03:43","Patterned Learning AI"
73304,"Mid-Level Data Analyst","Anywhere","Full-time","150000.0","2023-07-05 07:01:08","Patterned Learning AI"
1402149,"Lead Data Analyst - Retirement Product Management","Anywhere","Full-time","148238.5","2023-05-09 10:04:46","Edward Jones"
1694004,"Manager - Data Analyst","Anywhere","Full-time","147285.0","2023-10-23 07:00:06","EXL Service"
712558,"Data Scientist Analyst","Anywhere","Full-time","145000.0","2023-02-13 17:13:26","ALTA IT Services"
479485,"Data Analyst","Anywhere","Full-time","145000.0","2023-03-15 16:59:55","Level"
1329162,"Data Analyst - up to 160K+","Anywhere","Full-time","145000.0","2023-04-18 17:59:59","Hire With Jarvis"
405581,"Data Analyst","Anywhere","Full-time","145000.0","2023-05-01 13:00:20","CyberCoders"
1275642,"Lead Data Analyst","Anywhere","Full-time","144481.5","2023-01-28 11:00:40","Edward Jones"
149006,"People Data Analyst","Anywhere","Full-time","140500.0","2023-07-31 15:05:01","Insight Global"
1090975,"Data Analyst","Anywhere","Full-time","140500.0","2023-03-24 07:06:43","Uber"
1392859,"Product Data Analyst","Anywhere","Full-time","140000.0","2023-02-14 08:00:35","Motion Recruitment"
1049000,"Sr. Data Analyst","Anywhere","Full-time","140000.0","2023-07-17 22:00:04","Sisense"
762220,"Qlik/Power BI Data Analyst | $130K-$150K + ESOP |100% USA-Remote","Anywhere","Full-time","140000.0","2023-01-03 04:00:05","IT Pros"
208403,"Data Manager","Anywhere","Full-time","140000.0","2023-01-26 16:01:53","Insight Global"
1300702,"Data Analyst (Product Data Analyst)","Anywhere","Full-time","139000.0","2023-08-04 21:57:48","Revolut"
388392,"Digital Marketing Data Analyst (Hybrid)","Anywhere","Full-time","138640.0","2023-08-13 07:01:06","United Services Automobile Association"
1482852,"Data Analyst","Anywhere","Full-time","138500.0","2023-11-23 12:38:59","Overmind"
350382,"Lead I - Power BI Data Analyst","Anywhere","Full-time","138000.0","2023-10-13 10:01:14","Get It Recruit - Information Technology"
835092,"Secret Data Analyst Remote / Telecommute Jobs","Anywhere","Contractor","137500.0","2023-10-20 23:00:12","Insight Global, Inc."
740073,"Data Analytics Manager","Anywhere","Full-time","137000.0","2023-07-28 09:39:55","WhiteCrow"
1326467,"Data Analyst","Anywhere","Full-time","135000.0","2023-06-26 17:00:18","EPIC Brokers"
513988,"Data Analyst - Advanced Analytics","Anywhere","Full-time","135000.0","2023-08-27 10:00:07","Get It Recruit - Hospitality"
777802,"Lead Data Analyst / SQL Developer","Anywhere","Full-time","135000.0","2023-10-13 00:02:19","Robert Half"
479965,"Data Analyst","Anywhere","Full-time","135000.0","2023-02-26 01:04:44","InvestM Technology LLC"
990420,"Data Insights Analyst III","Anywhere","Full-time","132500.0","2023-12-12 08:17:27","Get It Recruit - Information Technology"
262837,"Quantitative Scientist (Remote)","Anywhere","Full-time","132500.0","2023-01-28 08:04:56","Osmind"
311931,"Data Analyst III","Anywhere","Full-time","132500.0","2023-09-16 13:02:26","SoftDev Incorporated"
92703,"Sr. Data Analyst","Anywhere","Full-time","130000.0","2023-09-19 13:01:02","Launch Consulting Group"
21451,"Data Analyst must have telecom domain experince","Anywhere","Contractor","130000.0","2023-04-28 13:56:12","ApTask"
1209798,"Data Analyst","Anywhere","Full-time","130000.0","2023-05-08 19:02:19","Doximity"
1531276,"System Data Analyst","Anywhere","Full-time","130000.0","2023-04-11 20:00:42","Alpha Silicon"
1686779,"Data Insights Manager","Anywhere","Full-time","130000.0","2023-12-09 09:00:33","Get It Recruit - Information Technology"
447569,"Lead Data Analyst","Anywhere","Full-time","130000.0","2023-05-03 23:00:16","Kforce Technology Staffing"
1566076,"Manager, Data Analytics (Bioscience) - Remote","Anywhere","Full-time","129000.0","2023-09-19 14:00:05","Lonza"
1148444,"Data Analyst","Anywhere","Full-time","127000.0","2023-06-22 21:00:56","Acorns"
1791785,"Marketing Data Analyst (Remote)","Anywhere","Full-time","127000.0","2023-03-09 07:01:13","Cash App"
592669,"Behavioral Health Data Analyst- REMOTE","Anywhere","Full-time","126452.0","2023-07-25 17:41:14","ICF"
116211,"Sr Data Analyst - Remote","Anywhere","Full-time","126000.0","2023-08-31 20:00:20","UnitedHealthcare"
502626,"Sr Data Analyst, Consultant - Client Facing - Remote","Anywhere","Full-time","126000.0","2023-02-25 14:00:24","UnitedHealth Group"
1735665,"Mid-Level Decision Science Analyst","Anywhere","Full-time","125930.0","2023-10-01 08:01:11","USAA"
748965,"Strategy and Data Analyst, Sustainability","Anywhere","Full-time","125500.0","2023-12-14 08:00:06","Uber"
1229773,"Manager, Data Analytics & Reporting - Remote","Anywhere","Full-time","125000.0","2023-03-14 04:02:08","Infinity Consulting Solutions, Inc."
300502,"Healthcare Data Analyst","Anywhere","Full-time","125000.0","2023-08-18 17:00:58","Get It Recruit - Real Estate"
1551308,"Investment Data and Analytics Manager","Anywhere","Full-time","125000.0","2023-12-12 08:17:55","Get It Recruit - Information Technology"
1216840,"Data Analyst, Operations (Remote)","Anywhere","Full-time","125000.0","2023-02-01 07:01:02","hims & hers"
900945,"Data Analyst","Anywhere","Full-time","125000.0","2023-12-27 13:01:03","The Walt Disney Company"
285447,"Data Analyst","Anywhere","Full-time","125000.0","2023-05-26 14:59:59","Robert Half"
595967,"Data Science Analyst 2 (Pop Health)","Anywhere","Full-time","125000.0","2023-01-11 21:06:26","Starbridge Partners"
400967,"Healthcare Data Analyst (Manager)- $120,000-130,000/yr | Remote in PST","Anywhere","Full-time","125000.0","2023-08-21 22:01:23","PWR Staffing & Recruiting"
1682817,"Data Analyst: regional physical security","Anywhere","Full-time","124500.0","2023-05-27 01:00:43","Blackstone Consulting, Inc."
821092,"Data Analyst, Support Operations","Anywhere","Full-time","124000.0","2023-02-17 19:02:22","Cloudflare"
970857,"Senior Clinical Data Manager/Analyst II","Anywhere","Full-time","123249.5","2023-06-19 22:01:45","Exact Sciences Corporation"
631753,"Data Analytics Manager","Anywhere","Full-time","123000.0","2023-07-30 11:00:50","Get It Recruit - Information Technology"
596565,"Lead Analyst - Data Analytics - Remote","Anywhere","Full-time","122769.0","2023-08-31 20:30:00","ICF"
1015777,"Decision Science Analyst - Consumer Lending","Anywhere","Full-time","122500.0","2023-01-20 19:22:47","Analytic Recruiting Inc."
238020,"Business Data Analyst with SQL (Strong)","Anywhere","Full-time","122500.0","2023-06-19 17:01:37","Innova Solutions"
841943,"Financial Data Analyst","Anywhere","Full-time","122500.0","2023-07-01 19:00:19","Get It Recruit - Finance"
298860,"Sales Ops Data Analyst (Austin, TX or Remote)","Anywhere","Full-time","122000.0","2023-08-01 23:01:46","Cloudflare"
426033,"Sales Ops Data Analyst (Remote)","Anywhere","Full-time","122000.0","2023-08-01 23:00:59","CloudFlare"
236172,"Data Analytics Analyst","Anywhere","Full-time","120000.0","2023-11-04 09:00:10","Get It Recruit - Information Technology"
946582,"Senior Financial and Data Analyst | Hybrid Schedule","Anywhere","Full-time","120000.0","2023-09-18 23:40:38","Jobot"
1611348,"Lifeforce: Data Analyst (Remote)","Anywhere","Full-time","120000.0","2023-04-17 22:59:57","M13"
1191992,"Business Data Analyst","Anywhere","Contractor","120000.0","2023-04-04 15:56:17","Robert Half"
999820,"Business Intelligence Data Analyst","Anywhere","Full-time","120000.0","2023-11-29 16:00:03","LAI"
587198,"Data Architect","Anywhere","Full-time","120000.0","2023-07-18 06:35:18","Motion Recruitment"
1132443,"Risk Data Analyst","Anywhere","Full-time","119908.0","2023-06-20 16:00:30","US Development Finance Corporation (formerly Overseas Private Investment Corporation)"
876656,"Data Analyst","Anywhere","Full-time","119200.0","2023-03-25 07:59:55","CVS Health"
446029,"Data Analyst - Predictive Modeling","Anywhere","Full-time","119200.0","2023-06-09 08:00:23","CVS Health"
945180,"Data Analyst","Anywhere","Full-time","117713.0","2023-11-13 10:59:58","Get It Recruit - Healthcare"
1124418,"Lead Data Analyst","Anywhere","Full-time","117500.0","2023-12-28 10:22:27","Get It Recruit - Information Technology"
436153,"Lead Data Analyst / SQL Developer","Anywhere","Full-time","117500.0","2023-12-27 20:01:58","Robert Half"
685438,"Data Analyst","Anywhere","Full-time","117500.0","2023-09-12 23:00:51","Jobot"
131427,"Data Analyst","Anywhere","Full-time","117000.0","2023-11-12 09:00:25","Get It Recruit - Information Technology"
16358,"BI Data Analyst IV","Anywhere","Full-time","115791.5","2023-01-06 16:01:23","Kern Health Systems"
1574716,"BI Data Analyst IV","Anywhere","Full-time","115791.5","2023-01-05 04:01:12","Kern Health Systems"
1788827,"Data Analyst","Anywhere","Full-time","115791.5","2023-04-14 20:01:05","Kern Health Systems"
1772547,"QNXT/TriZetto Data Analyst","Anywhere","Full-time","115000.0","2023-01-11 16:02:49","Medasource"
728112,"Data Analyst- REMOTE","Anywhere","Full-time","115000.0","2023-05-08 20:03:17","General Dynamics Information Technology"
357990,"Data Analyst","Anywhere","Full-time","115000.0","2023-01-19 17:00:07","Robert Half"
156483,"Data/Information Architect","Anywhere","Full-time","115000.0","2023-07-06 19:33:59","Robert Half"
1403108,"Data Analyst","Anywhere","Full-time","115000.0","2023-12-24 09:00:30","Get It Recruit - Information Technology"
1139755,"Data Analyst","Anywhere","Full-time","115000.0","2023-06-01 19:00:07","Lighthouse Professional Services"
198747,"Business Data Analyst","Anywhere","Contractor","115000.0","2023-02-07 19:44:58","Robert Half"
